ESTABILIZADOR DE VOLTAGEM, 600 VA, 110/220V ENTRADA, 110V SAIDA, COM 04 SAIDAS|82|2010003627|COORDENAÇÃO GERAL DE INFRA-ESTRUTURAS E SERVIÇOS|SALA DE SERVIÇOS GERAIS
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|84|2010003628|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|87|2010003629|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|89|2010003630|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|90|2010003631|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|91|2010003632|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|92|2010003633|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|93|2010003634|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|94|2010003635|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|95|2010003636|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|97|2010003637|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|98|2010003638|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|99|2010003639|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|100|2010003640|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|101|2010003641|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|102|2010003642|SALAS DE AULA|LAB INF 01
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|103|2010003643|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|104|2010003644|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|105|2010003645|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|106|2010003646|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|107|2010003647|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|108|2010003648|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|110|2010003649|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|111|2010003650|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|113|2010003651|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|115|2010003652|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|116|2010003653|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4 3,0 64 BITS, PLACA MÃE ASUS P5VD1X, 521MB RAM, 2BM CACHE|117|2010003654|SALAS DE AULA|LAB REDES E HARDWARE
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|118|2010003655|SALAS DE AULA|LAB REDES E HARDWARE
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|119|2010003656|SALAS DE AULA|LAB REDES E HARDWARE
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|122|2010003657|SALAS DE AULA|LAB REDES E HARDWARE
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|123|2010003658|SALAS DE AULA|LAB REDES E HARDWARE
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|126|2010003659|BLOCO PEDAGÓGICO|SALA DOS PROFESSORES
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|127|2010003660|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|130|2010003661|SALAS DE AULA|LAB REDES E HARDWARE
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|131|2010003662|SALAS DE AULA|LAB REDES E HARDWARE
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|136|2010003663|BIBLIOTECA|MÓVEIS
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|138|2010003664|SALAS DE AULA|LAB REDES E HARDWARE
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|139|2010003665|SALAS DE AULA|LAB INF 01
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|142|2010003666|SALAS DE AULA|LAB REDES E HARDWARE
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|146|2010003667|SALAS DE AULA|LAB REDES E HARDWARE
MONITOR DE VIDEO LCD, 17 POL, SVGA, PLANO, CAIXAS DE SOM IMBUTIDAS|151|2010003668|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4,  1.86 MHZ, PLACA MÃE INTEL, 512MB RAM DDR2, HD 80 GB, GRAVADOR DE DVD|152|2010003669|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4,  1.86 MHZ, PLACA MÃE INTEL, 512MB RAM DDR2, HD 80 GB, GRAVADOR DE DVD|154|2010003670|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4,  1.86 MHZ, PLACA MÃE INTEL, 512MB RAM DDR2, HD 80 GB, GRAVADOR DE DVD|155|2010003671|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4,  1.86 MHZ, PLACA MÃE INTEL, 512MB RAM DDR2, HD 80 GB, GRAVADOR DE DVD|156|2010003672|SALAS DE AULA|LAB REDES E HARDWARE
MICROCOMPUTADOR INTEL P4,  1.86 MHZ, PLACA MÃE INTEL, 512MB RAM DDR2, HD 80 GB, GRAVADOR DE DVD|157|2010003673|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4,  1.86 MHZ, PLACA MÃE INTEL, 512MB RAM DDR2, HD 80 GB, GRAVADOR DE DVD|159|2010003674|SETOR DE PATRIMÔNIO|ANEXO GINÁSIO
MICROCOMPUTADOR INTEL P4,  1.86 MHZ, PLACA MÃE INTEL, 512MB RAM DDR2, HD 80 GB, GRAVADOR DE DVD|160|2010003675|SALAS DE AULA|LAB REDES E HARDWARE
NOBREAK BIVOLT, SAÍDA 120V, COR PRETO, 06 TOMADAS DE SAÍDA, PROTEÇÃO PARA FAX MODEM/ADSL|172|2010003676|SETOR DE TECNOLOGIA DA INFORMAÇÃO|SALA DE DESENVOLVIMENTO
NOBREAK BIVOLT, SAÍDA 120V, COR PRETO, 06 TOMADAS DE SAÍDA, PROTEÇÃO PARA FAX MODEM/ADSL|174|2010003677|SETOR DE TECNOLOGIA DA INFORMAÇÃO|SALA DE DESENVOLVIMENTO
NOBREAK BIVOLT, SAÍDA 120V, COR PRETO, 06 TOMADAS DE SAÍDA, PROTEÇÃO PARA FAX MODEM/ADSL|176|2010003678|SETOR DE TECNOLOGIA DA INFORMAÇÃO|SALA DE DESENVOLVIMENTO
TELEVISOR, 42 POL, PLASMA, 1024X768, WIDE SCREEM 16:9, ANTI-REFLEXIVA, STEREO, COM CONTROLE|177|2010003679|COORDENAÇÃO GERAL DE INFRA-ESTRUTURAS E SERVIÇOS|GUARITA
TELEVISOR, 42 POL, PLASMA, 1024X768, WIDE SCREEM 16:9, ANTI-REFLEXIVA, STEREO, COM CONTROLE|178|2010003680|COORDENAÇÃO GERAL DE INFRA-ESTRUTURAS E SERVIÇOS|COORDENAÇÃO
TELEVISOR, 42 POL, PLASMA, 1024X768, WIDE SCREEM 16:9, ANTI-REFLEXIVA, STEREO, COM CONTROLE|179|2010003681|COORDENAÇÃO GERAL DE INFRA-ESTRUTURAS E SERVIÇOS|GUARITA
TELEVISOR, 42 POL, PLASMA, 1024X768, WIDE SCREEM 16:9, ANTI-REFLEXIVA, STEREO, COM CONTROLE|180|2010003682|COORDENAÇÃO GERAL DE ASSISTÊNCIA AO EDUCANDO|COORDENAÇÃO GERAL DE ASSISTÊNCIA AO EDUCANDO
TELEVISOR, 42 POL, PLASMA, 1024X768, WIDE SCREEM 16:9, ANTI-REFLEXIVA, STEREO, COM CONTROLE|181|2010003683|SALA DE MÚSICA|SALA DE MÚSICA
VW/PARATI 1.6, PLACA MFV 8819, ANO 2007, MODELO 2008, 05 PORTAS, COR BRANCA, CHASSI 9BWDB05W38T152167|183|2010003684|SETOR DE TRANSPORTES|SETOR DE TRANSPORTES
ARMARIO ESCRITORIO, MADEIRA, 2 PORTAS, PORTA DE MADEIRA, TIPO PORTAS COM DOBRADICA E FECHADURA CENTRAL, LARGURA 0,90M, ALTURA 1,62M, PROFUNDIDADE 0,45M, COR OVO|191|2010003685|BLOCO PEDAGÓGICO|SALA DOS PROFESSORES
ARMARIO ESCRITORIO, MADEIRA, 2 PORTAS, PORTA DE MADEIRA, TIPO PORTAS COM DOBRADICA E FECHADURA CENTRAL, LARGURA 0,90M, ALTURA 1,62M, PROFUNDIDADE 0,45M, COR OVO|192|2010003686|BLOCO PEDAGÓGICO|SALA DOS PROFESSORES
ARMARIO ESCRITORIO, MADEIRA, 2 PORTAS, PORTA DE MADEIRA, TIPO PORTAS COM DOBRADICA E FECHADURA CENTRAL, LARGURA 0,90M, ALTURA 1,62M, PROFUNDIDADE 0,45M, COR OVO|193|2010003687|SALAS DE AULA|SALA DE AULA 205
ARMARIO ESCRITORIO, MADEIRA, 2 PORTAS, PORTA DE MADEIRA, TIPO PORTAS COM DOBRADICA E FECHADURA CENTRAL, LARGURA 0,90M, ALTURA 1,62M, PROFUNDIDADE 0,45M, COR OVO|194|2010003688|COORDENAÇÃO GERAL DE INFRA-ESTRUTURAS E SERVIÇOS|RECEPCAO BLOCO ADM
ARMARIO ESCRITORIO, MADEIRA, 2 PORTAS, PORTA DE MADEIRA, TIPO PORTAS COM DOBRADICA E FECHADURA CENTRAL, LARGURA 0,90M, ALTURA 1,62M, PROFUNDIDADE 0,45M, COR OVO|195|2010003689|SALAS DE AULA|SALA DE AULA 202
ARMARIO ESCRITORIO, MADEIRA, 2 PORTAS, PORTA DE MADEIRA, TIPO PORTAS COM DOBRADICA E FECHADURA CENTRAL, LARGURA 0,90M, ALTURA 1,62M, PROFUNDIDADE 0,45M, COR OVO|196|2010003690|SALAS DE AULA|LAB INF 06
ARMARIO ESCRITORIO, MADEIRA, 2 PORTAS, PORTA DE MADEIRA, TIPO PORTAS COM DOBRADICA E FECHADURA CENTRAL, LARGURA 0,90M, ALTURA 1,62M, PROFUNDIDADE 0,45M, COR OVO|197|2010003691|SALAS DE AULA|SALA DE AULA 103
ARMARIO ESCRITORIO, MADEIRA, 2 PORTAS, PORTA DE MADEIRA, TIPO PORTAS COM DOBRADICA E FECHADURA CENTRAL, LARGURA 0,90M, ALTURA 1,62M, PROFUNDIDADE 0,45M, COR OVO|198|2010003692|SALAS DE AULA|LAB INF 05
ARMARIO ESCRITORIO, MADEIRA, 2 PORTAS, PORTA DE MADEIRA, TIPO PORTAS COM DOBRADICA E FECHADURA CENTRAL, LARGURA 0,90M, ALTURA 1,62M, PROFUNDIDADE 0,45M, COR OVO|199|2010003693|SALAS DE AULA|SALA DE REUNIÃO
ARMARIO ESCRITORIO, MADEIRA, 2 PORTAS, PORTA DE MADEIRA, TIPO PORTAS COM DOBRADICA E FECHADURA CENTRAL, LARGURA 0,90M, ALTURA 1,62M, PROFUNDIDADE 0,45M, COR OVO|200|2010003694|SALAS DE AULA|LAB INF 03
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|201|2010003695|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|202|2010003696|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|203|2010003697|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|204|2010003698|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|206|2010003699|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|207|2010003700|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|208|2010003701|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|209|2010003702|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|210|2010003703|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|211|2010003704|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA COM BRACO, GIRATORIA, ASSENTO E ENCOSTO EM ESPUMA REVESTIDA EM TECIDO VERMELHO, ESTRUTURA PRETA COM RODAS|212|2010003705|SETOR DE PATRIMÔNIO|COORDENAÇÃO
ESTAÇÃO DE TRABALHO MESA FORMATO EM L, MEDINDO 1,35M X 0,90M X 0,75M X 0,70M, GAVETA PARA TECLADO DO LADO ESQUERDO|213|2010003706|SALA DE MÚSICA|SALA DE MÚSICA
MESA DE REUNIÃO OVAL, MADEIRA AGLOMERADO, COMPRIMENTO: 2,50M, LARGURA: 1,00M|219|2010003707 |PRÉDIO NOVO (SLD) |PRÉDIO NOVO (SLD)
MESA DE REUNIÃO OVAL, MADEIRA AGLOMERADO, COMPRIMENTO: 2,50M, LARGURA: 1,00M|220|2010003708|SETOR DE PATRIMÔNIO|COORDENAÇÃO
MESA DE REUNIÃO OVAL, MADEIRA AGLOMERADO, COMPRIMENTO: 2,50M, LARGURA: 1,00M|221|2010003709|SALAS DE AULA|SALA DE REUNIÃO
MESA DE REUNIÃO OVAL, MADEIRA AGLOMERADO, COMPRIMENTO: 2,50M, LARGURA: 1,00M|222|2010003710 |PRÉDIO NOVO (SLD) |PRÉDIO NOVO (SLD)
MESA DE REUNIÃO OVAL, MADEIRA AGLOMERADO, COMPRIMENTO: 2,50M, LARGURA: 1,00M|223|2010003711|SALAS DE AULA|SALA DE AULA 107
MESA DE REUNIÃO OVAL, MADEIRA AGLOMERADO, COMPRIMENTO: 2,50M, LARGURA: 1,00M|224|2010003712|SALAS DE AULA|LAB REDES E HARDWARE
ARQUIVO ESCRITÓRIO, CHAPA ACO, 04 GAVETAS|225|2010003713|BIBLIOTECA|MÓVEIS
ESTANTE  EXPOSITORA DUPLA FACE EM ACO, COM 10 PRATELEIRAS AL 200 CM X LAR 100 CM X PROF 40 CM|226|2010003714|ALMOXARIFADO|ALMOXARIFADO
(1) IMPRESSORA, DIGITALIZADORA E COPIADORA LASER MULTIFUNCIONAL, IMPRESSÃO COLORIDA|228|2010003715|SETOR DE PATRIMÔNIO|COORDENAÇÃO
(1) IMPRESSORA, DIGITALIZADORA E COPIADORA LASER MULTIFUNCIONAL, IMPRESSÃO PRETA|229|2010003716|GESTÃO DE PESSOAS|GESTÃO DE PESSOAS
(1) IMPRESSORA, DIGITALIZADORA E COPIADORA LASER MULTIFUNCIONAL, IMPRESSÃO PRETA|230|2010003717|COORDENAÇÃO GERAL DE ASSISTÊNCIA AO EDUCANDO|COORDENAÇÃO GERAL DE ASSISTÊNCIA AO EDUCANDO
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|234|2010003718|GESTÃO DE PESSOAS|GESTÃO DE PESSOAS
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|235|2010003719|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|236|2010003720|LICITAÇÃO|LICITAÇÃO
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|237|2010003721|SETOR DE PATRIMÔNIO|COORDENAÇÃO
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|238|2010003722|GESTÃO DE PESSOAS|GESTÃO DE PESSOAS
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|239|2010003723|COORDENAÇÃO GERAL DE INFRA-ESTRUTURAS E SERVIÇOS|SALA AO LADO DO GABINETE
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|240|2010003724|ALMOXARIFADO|ALMOXARIFADO
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|241|2010003725|SETOR DE TECNOLOGIA DA INFORMAÇÃO|SALA DE DESENVOLVIMENTO
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|242|2010003726|COORDENAÇÃO GERAL DE INFRA-ESTRUTURAS E SERVIÇOS|COORDENAÇÃO
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|243|2010003727|COORDENAÇÃO GERAL DE INFRA-ESTRUTURAS E SERVIÇOS|RECEPCAO BLOCO ADM
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|244|2010003728|COORDENAÇÃO GERAL DE INFRA-ESTRUTURAS E SERVIÇOS|SALA AO LADO DO GABINETE
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|245|2010003729|BIBLIOTECA|MÓVEIS
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|246|2010003730|SETOR DE PATRIMÔNIO|DEPÓSITO ESCADA
CADEIRA FIXA, ASSENTO E ENCOSTO EM ESPUMA, SEM BRACO, VERMELHA E PRETA|247|2010003731|CHEFIA DE GABINETE|CHEFIA DE GABINETE
